input,expected_answer
"WASHINGTON (CNN) -- A day after New Jersey banned executions, newly released figures show that capital punishment dropped this year to a 13-year low. The Supreme Court will hold oral arguments January 7 about the constitutionality of lethal injection protocols. Forty-two people have been put to death this year, according to the Death Penalty Information Center (DPIC), a Washington-based group that opposes the practice. That figure is down 57 percent from what it was in 1999, when 98 inmates were executed. Next year's figures are expected to drop further. The Supreme Court is to hold oral arguments January 7 about whether lethal injection protocols in 36 of the 37 states with the death penalty are constitutional.  See how the rates have dropped » . The justices placed a moratorium on executions in late September, when they decided to review a Kentucky case about whether the three-drug lethal ""cocktail"" of chemicals represents ""cruel and unusual punishment,"" since it may cause excruciating pain to inmates unable to express discomfort. Stays of executions have been issued in several states until the larger constitutional issues are addressed. If the high court finds the procedures unconstitutional, it could take years before death-penalty states would meet legal standards necessary to resume lethal injection. And even if the method is declared acceptable, it would be months before new execution dates could be set. Ten states carried out executions this year. Outside the South, Arizona, South Dakota, Indiana, and Ohio together subjected six men to lethal injection.  Learn about states' death penalty policies and statistics » . Texas continues to lead the nation, with 62 percent of executions nationwide this year. Overall, 86 percent this year were in the South. No more executions are scheduled this year. ""The death penalty has been in a period of decline for many years,"" said Richard Dieter, executive director of DPIC. ""Two thousand seven will be known as the year executions came to a temporary halt and as the year of concrete legislation reconsidering the death penalty."" Death penalty supporters acknowledge that states outside the South have been reluctant to impose the punishment, even in the face of rising big-city crime rates. ""I think the main problem is that the death penalty is not being imposed often enough in those urban jurisdictions,"" said Kent Scheidegger of the Sacramento-based Criminal Justice Legal Foundation. ""I think people of the cities are not getting the quality of justice that people elsewhere receive. I think we need to build support for the death penalty and need to impose it more regularly where it is warranted."" New Jersey's legislature voted last week to outlaw the death penalty -- the first state to do so in 42 years -- and Gov. Jon Corzine signed the measure into law Monday. At the same time, he commuted the sentences of the eight men on the state's death row. The move was largely symbolic, since no executions have occurred there since 1963. Similar bills in Nebraska, New Mexico and Montana failed this year in the legislature. State lawmakers in Maryland, Colorado, North Carolina, Tennessee and California are also considering abolishing the death penalty, but no bills have been introduced. The Supreme Court on January 4 will decide whether to review an appeal from Louisiana inmate Patrick Kennedy, sentenced to death in 2003 for raping his 8-year-old stepdaughter. The state's high court upheld the punishment as appropriate. The justices in 1976 banned capital punishment for rape, but 19 years later, Louisiana passed a law allowing execution for the sexual violation of a child under 12. State lawmakers distinguished the earlier high court case as pertaining only to ""adult women."" E-mail to a friend .","Death Penalty Information Center: 42 people have been put to death this year .
That's down 57 percent from 1999 level, when 98 inmates were executed .
Figure partly due to states questioning the constitutionality of lethal injection .
Texas leads the nation in executions this year, according to DPIC ."
"MOSCOW, Russia -- Zenit Saint Petersburg have clinched their first Russian title in the post-Soviet Union era with a hard-fought 1-0 victory at Ramenskoye on Sunday. Zenit captain Anatoly Timoshuk kisses the Russian Premier League trophy after their victory at Ramenskoye. The win means Zenit finish top of the table with 61 points, two points ahead of second-placed Spartak Moscow, who beat city rivals Dynamo 2-1. CKSA Moscow finished third on 53 points. Zenit went ahead in the 15th minute when Radek Sirl's shot from the edge of the box deflected off a Ramenskoye defender and beat goalkeeper Antonin Kinski. After the interval, the hosts poured forward seeking an equalizer and created several chances -- but Zenit held firm to secure their first championship since 1984 and make a hero out of Dutch coach Dick Advocaat. Nine-times champions Spartak took the lead midway through the first-half. Russian international striker Roman Pavyuchenko netted the opening goal in the 24th minute with a powerful shot from the edge of the six-yard box after a mix- up in the Dynamo defence. Brazilian striker Soares Welliton made it 2-0 seven minutes after halftime, heading home Pavlyuchenko's precise cross. Dynamo reduced the arrears in the 71st minute, when Spartak midfielder Radoslav Kovac scored an own goal. Meanwhile, Rostov and Krasnodar were relegated fronm the Premier League. E-mail to a friend .","Zenit Saint Petersburg clinch the Russian Premier League title on Sunday .
They secure the title ahead of Spartak Moscow after a 1-0 win at Ramenskoye .
The title success is Zenit's first since 1984 and the first in the post-Soviet era ."
"GLASGOW, Scotland -- Scottish Premier League leaders Celtic suffered another setback in their bid for a third successive title after being held 1-1 by managerless Hibernian on Saturday. David Murphy's goals have earned Hibernian four points against the Auld Firm this season. Gordon Strachan's team head the table by three points from Glasgow rivals Rangers, who have three games in hand ahead of Sunday's trip to Aberdeen. Visiting Hibernian, whose manager John Collins surprisingly resigned on Thursday citing a lack of financial backing from the Edinburgh side's board, took the lead in the 20th minute through left-back David Murphy. The Englishman played a one-two with Abdessalam Benjelloun before crashing a shot from the edge of the box past goalkeeper Mark Brown and in off the crossbar. Murphy's only other goal this season came in Hibs' 1-0 win at Rangers on October 6. Brown did well to keep out Merouane Zemmama's audacious shot from just inside the Celtic half soon after, and also tipped over Brian Kerr's looping header three minutes after half-time. Substitute Jiri Jarosik rescued Celtic from a first home SPL defeat this season in the 78th minute after being teed up by Jan Vennegoor of Hesselink, who then headed against the post with two minutes to play. Hibernian held on despite having to play the final few minutes with 10 men, after Benjelloun was stretchered off with their three substitutes already used. The victory lifted the visitors up into fifth place, while Celtic have taken just six points from the last five games. Strachan, who confirmed he is hoping to sign Brazilian defender Coelho next month, said: ""We need to cut out the silly mistakes because if you look at some of the goals we have let in away from home this season, they are silly mistakes. ""We could have definitely done something with every one of them. I'm happy with the number of chance we've made in the last few weeks, but unhappy with individual mistakes. ""It's not been great to look at, and we need to cut it out. We have honest lads walking in to the dressing room and saying, 'That was my fault.' ""I said to them, 'It's very commendable lads but we can't keep doing this.' There has been a lot going right for us, but one or two things going wrong. We have to deal with that, and then I will look forward to the rest of the season."" Third-placed Motherwell missed the chance to move above Rangers after being beaten 3-0 at home by Falkirk, who climbed to ninth with two goals in the second half to Michael Higdon and then another from Patrick Clegg on 65 minutes. Fourth-placed Dundee United failed to take advantage, losing 2-1 at home to bottom club Gretna -- whose only two wins this season have come against the Tangerines. Kenny Deuchar put the visitors ahead in the 12th minute before striker Noel Hunt leveled on 29, and Nicky Deverdics scored the eventual winner for the Borders outfit three minutes before half-time. Inverness Caledonian Thistle followed up last weekend's shock 3-2 victory against Celtic by also winning at Hearts by the same scoreline. The visitors led through Russell Duncan after 22 minutes and John Rankin made it 2-0 with a 53rd-minute penalty before Christophe Berra pulled one back on 62 and Lithuanian striker Andrius Velicka leveled from the spot (90). However, Graham Bayne scored a dramatic injury-time winner to lift Caley into the top six. In Saturday's other game, second-bottom St Mirren drew 0-0 at home to fellow strugglers Kilmarnock to be left seven points ahead of Gretna. E-mail to a friend .","Scottish league leaders Celtic held 1-1 at home by managerless Hibernian .
Celtic now lead by three points, having taken just six from last five games .
Second-placed Rangers have three games in hand ahead of trip to Aberdeen ."
"DALLAS, Texas (CNN) -- If you turn to the Bible -- Isaiah Chapter 35, Verse 8 -- you will see a passage that in part says, ""A highway shall be there, and a road, and it shall be called the Highway of Holiness."" Churchgoers in six states have held prayer sessions along the side of Interstate 35. Now, is it possible that this ""highway"" mentioned in Chapter 35 is actually Interstate 35 that runs through six U.S. states, from southern Texas to northern Minnesota? Some Christians have faith that is indeed the case. It was with that interesting belief in mind that we decided to head to Texas, the southernmost state in the I-35 corridor, to do a story about a prayer campaign called ""Light the Highway."" Churchgoers in all six states recently finished 35 days of praying alongside Interstate 35, but the prayers are still continuing. Some of the faithful believe that in order to fulfill the prophecy of I-35 being the ""holy"" highway, it needs some intensive prayer first. So we watched as about 25 fervent and enthusiastic Christians prayed on the the interstate's shoulder in Dallas. They chanted loudly and vibrantly, making many people in the neighborhood wonder what was going on. They prayed that adult businesses along the corridor would ""see the light"" and perhaps close down. They prayed for safety and freedom from crime for people who lived along the interstate. They prayed that all Americans would accept Jesus into their lives.  Watch believers offer prayers » . The woman who came up with the concept of ""Light the Highway"" is a Texas minister named Cindy Jacobs. She says she can't be sure Interstate 35 really is what is mentioned in the Bible but says she received a revelation to start this campaign after ""once again reading Isaiah, Chapter 35."" Jacobs also points out that perhaps there is a link between the area near this highway and tragedies that have happened in history, such as the bridge collapse on I-35 in Minneapolis last August and the assassination of JFK 44 years ago near I-35 in Dallas. That's why prayer certainly can't hurt, she adds. Now, it's only fair to say most people, the religious and the non-religious alike, don't buy any of this, but none more than the owners of some of the adult businesses along I-35. At an adult go-go club, the owner tells us he resents people trying to impose their will on others. And he says his club holds fundraisers, food drives and toy drives to help the community. But on the side of the road, the prayerful aren't going to change their minds. Holy highways and nude clubs, they believe, are not a combination God has in mind. E-mail to a friend .","Some see connection between the Bible and Interstate 35 .
Believers pray by the side of the highway, which runs through six states .
I-35 runs from southern Texas to northern Minnesota ."
"CARACAS, Venezuela (CNN)  -- The price of sin rose Monday in Venezuela where President Hugo Chavez is on a campaign to make Venezuelans cut back on drinking and smoking. ""Everyone's shocked,"" said Leonora Marino, owner of Bodegon Marino in Valencia, Venezuela, west of Caracas. On Monday evening, she was still changing the prices in her store as her customers looked on and complained, she told a reporter. Alcohol is now 10 percent more expensive; cigarettes are 20 percent pricier. ""Really, it's difficult to buy at these prices,"" she said, then joked, ""They say they're going to stop eating so that they can continue drinking."" The Venezuelan government is placing a higher tax on alcohol and cigarettes in an effort to cut consumption and prevent what it views as the social, economic and moral consequences of drinking and smoking, said Jose Vielma Mora, superintendent of Seniat, the government body that oversees the collection of taxes. Taxes on whiskey, brandy, cognac and other drinks that don't come from cane sugar have been raised $1.79 (3,838 bolivares) per liter, the government-run Bolivarian News Agency said. ""It's unfair because, in the end, the consumer is the one who pays,"" said Fernando Fernandez, a liquor exporter. Chavez has described whiskey as a drink for rich people, not for revolutionaries. ""We cannot be spending the international reserves of this country on whiskey,"" he said. The moves represent the first steps toward transforming each Venezuelan into what Chavez calls ""the new man."" Chavez has cited the life of revolutionary socialist icon Ernesto ""Che"" Guevara as an example of how to lead a more pure life. In April, Chavez told a graduating class of medical students in Caracas, Venezuela, that the level of consumption of alcohol in the country represents a threat to public health and ought to make residents feel ashamed, according to an ABN report. ""The vice causes much harm, not only to individuals, but to the collective health of the nation,"" said Chavez, who said the dangers result in an increase in car wrecks and domestic violence. For his part, he has said he drinks too much coffee. Also effective Monday, stores near schools, churches and cultural centers will not be granted licenses to sell alcohol. Taxes on cigarette imports have also increased, from 50 percent to 70 percent of the total price. On the street, some people said they don't understand the motivations for the increase, but predicted their consumption would not change. ""The Venezuelan is not going to stop drinking or smoking,"" said one person. Chavez also plans to increase taxes on luxury items such as Hummers, which are imported privately and at great expense. There is no Hummer dealership in the country. Higher oil prices in recent years have translated into higher consumption in petroleum-rich Venezuela. Last year, car sales increased by about 70 percent, according to the CIA World Factbook. But Chavez, who was in Cuba on Monday visiting communist leader Fidel Castro, said he wants to focus less on material goals for Venezuela's 27 million people, 38 percent of whom live in poverty. E-mail to a friend . CNN's Flor Santamaria contributed to this story.","Venezuelan government hikes taxes on alcohol and cigarettes Monday .
Ten percent price increase on alcohol and 20 percent increase on cigarettes .
Stores near schools, churches and cultural centers cannot sell alcohol .
Chavez plans to increase taxes on luxury goods, including Hummers ."
"NEW YORK (CNN)  -- Obesity is the No. 1 health crisis in the United States, and the nation could be at risk without immediate action, former President Clinton said at CNN's first Fit Nation Summit. CNN's Dr. Sanjay Gupta and former President Clinton lead the discussion at the first Fit Nation Summit. ""We need to do something about it for our children, and for our country, because something like this could easily collapse our nation if we don't act now,"" Clinton said. Clinton and CNN's chief medical correspondent, Dr. Sanjay Gupta, gathered with experts from across the country Wednesday to explore solutions to America's obesity crisis. Two-thirds of adult Americans are overweight or obese; the same is true for one-third of U.S. children, according to the Centers for Disease Control and Prevention. Obesity carries increased risk of myriad health problems, including hypertension, diabetes, heart disease and arthritis. Gupta, Clinton and a panel of experts addressed such proposed solutions as healthy school lunches, elimination of trans fats, the need for healthier food in urban communities and the importance of supporting community-based efforts to fight obesity.  Watch Gupta explain the solutions proposed at the Fit Nation Summit » . Clinton, who's been tackling the obesity issue over the past few years with his Alliance for a Healthier Generation, stressed the need to help educate people about the importance of a healthy diet and exercising together. Motivating Americans, especially kids, won't be easy, Clinton said. ""They need to be handled with care. Kids need to know it's important, but [fitness] can't be boring,"" he said. ""There's no shame, there's no embarrassment. We have to let them know it's all good, but you have to do it."" Michael Jacobson, director of the Center for Science in the Public Interest and a strong advocate against trans fats in foods, stressed that the Food and Drug Administration should ban trans fats altogether and stop leaving it up to local and state governments. Trans fats, at one time, thought to be good fat substitutes, over the years have been shown to raise LDL or bad cholesterol in people and lower their HDL, or good cholesterol. ""They're just not good for our health, Jacobson said. However, Dr. Robert Eckel, former president of the American Heart Association, warned, ""Although we support the removal of trans fats, our biggest concern is what they'll be replaced with. We need to think about that, because there will be a substitute."" The panel took questions from an audience of 150 people -- mostly obesity experts or those who work in industries that deal with obesity. Gupta was inspired to launch Fit Nation, an ongoing, multiplatform, grass-roots initiative against obesity. Over the past three years, Gupta and the CNN Medical Unit have crisscrossed the country, asking Americans to take charge of their weight by exercising more and eating healthier. This year, Gupta traveled from Michigan to California asking the public to pledge to add 1 million hours to their collective lives by getting off the couch and exercising. Since he began the tour in April, the campaign has surpassed its goal, with exercise pledges close to four times that amount. Gupta said he hopes that legislators and administrators who can make a difference in policy and perhaps change attitudes about obesity will hear the solutions discussed at the summit. ""I''ve covered a lot of stories on obesity,"" Gupta said. ""There's a battle going on, and we need to win the battle. I've talked to people out there and many are just blasé. ""This is our opportunity to make them care."" E-mail to a friend .","Experts gather at CNN's first Fit Nation Summit to propose obesity solutions .
Former President Clinton: Without obesity solution, nation risks ""collapse""
Motivating youngsters, removing shame, embarrassment called key .
Experts: Removing trans fats, finding healthy replacements also critical ."
"DURBAN, South Africa -- India's Yuvraj Singh smashed six sixes in one over as England crashed out of cricket's World Twenty20 tournament in South Africa on Wednesday. Yuvraj Singh smashes his sixth successive six off England fast bowler Stuart Broad . Paul Collingwood's side were eliminated at the Super Eights stage after South Africa earlier beat New Zealand by six wickets in Durban. England then lost by 18 runs to the Singh-inspired Indians, who kept their semifinal hopes alive ahead of Thursday's must-win clash with the hosts. Singh reached the fastest 50 in Twenty20 history, needing just 12 deliveries, as India made 218-4. The left-hander's six consecutive sixes in the 19th over bowled by Stuart Broad made him the first player to do so in Twenty20 matches and just the fourth in all senior cricket. South Africa's Herschelle Gibbs performed the feat at the 50-over World Cup in the West Indies earlier this year, while Sir Garfield Sobers and Ravi Shastri achieved it in first-class matches. Singh's innings ended on 58 -- from 16 balls -- when he hit a full-toss from Andrew Flintoff to captain Collingwood at long-on from the penultimate delivery of the final over, in which he also cleared the boundary ropes once. Virender Sehwag top-scored with 68 off 52 balls, putting on 136 for the first wicket with Gautam Gambhir, who hit 58 off 41 deliveries. Broad ended with the embarrassing figures of 0-60 off his four overs, while fellow seamer Chris Tremlett took 2-45. In reply, England battled gamely but could only post 200-6 in their 20 overs. Opener Vikram Solanki top-scored with 43 off 31 balls, and Kevin Pietersen hit 39 off 23 deliveries, but no-one could match the fireworks provided by Singh. Left-arm seamer Irfan Pathan claimed figures of 3-37 off four overs, while Rudra Pratap Singh took 2-28. If India can beat South Africa, it would create a three-way tie and require net run-rates to decide the two teams going through. The Proteas have two wins from two Group E outings after beating New Zealand, who have completed their Super Eights fixtures with two victories and a defeat. South Africa restricted the Black Caps to 153-8 from their 20 overs on Wednesday, then reached the target with five deliveries to spare as Justin Kemp made an unbeaten 89. Kemp was named man of the match after smashing a six off the otherwise economical Mark Gillespie for the winning runs. He belted six sixes and six fours in his 56-ball innings, having come to the crease in the fourth over with South Africa reeling at 17-2. Kemp added 28 in four overs with Gibbs (19) before putting on another 65 in eight overs with Mark Boucher. Boucher departed for 23, caught by wicketkeeper Brendon McCullum off Gillespie, who ended with figures of 2-11 off 3.1 overs. The experienced Shaun Pollock then joined Kemp, and struck one six in his unbeaten 16 off 11 deliveries to help guide the Proteas to their second victory. The in-form Craig McMillan top-scored for the Kiwis, hitting an unbeaten 48 off only 25 balls to follow up his blistering 57 in Tuesday's five-run win against England. McCullum had put on 68 for the first wicket with Lou Vincent, scoring 38 before becoming the first of Morne Morkel's four victims. Morkel, who ended with figures of 4-17 off four overs, then removed Ross Taylor (1) two runs later and later bowled the dangerous Jacob Oram for a quickfire 15. He had Shane Bond caught by Boucher, and then almost became the first Twenty20 bowler to claim five wickets when his penultimate delivery -- which clean bowled Gillespie -- was declared a no-ball by umpire Billy Doctrove.  E-mail to a friend .","Yuvraj Singh becomes first player to hit six sixes in an over in Twenty20 game .
Singh hits 58 in 16 deliveries as India beat England by 18 runs in Durban .
England already eliminated from World Twenty20 after South Africa beat NZ ."
"(CNN)  -- The man arrested for the videotaped rape of a toddler in Las Vegas, Nevada, will make his initial appearance in court Friday, a Clark County, Nevada, court official told CNN Tuesday. Authorities have not yet decided if Chester Arthur Stiles will appear in person or via video link. The judge will set a date for the arraignment at that hearing. Stiles, 37, was taken into custody Monday night after a Henderson, Nevada, police officer pulled over the white Buick Century he was driving. A former girlfriend of Stiles' said that, before the arrest, she lived in fear after going to police to identify the suspect after seeing enhanced photos from the videotape on the local news. ""I've had my share of nightmares,"" Elaine Thomas told CNN's Nancy Grace. Thomas said she screamed when she recognized the photos on television and had no choice but to contact police about the man she had thought was a ""weapons enthusiast"" with only a minor criminal record.  Watch Thomas say how she felt when she saw the photos » . ""How could I not tell them who that man was? That little girl suffered unimaginable things, and I knew for a fact it was him,"" Thomas said. The judge in the case will hold an administrative hearing Wednesday, but Stiles will not be present, Clark County court spokesman Michael Sommermeyer said. Stiles was already being sought on an unrelated 2004 charge of felony lewdness with a child under 14, Sommermeyer said, adding that authorities amended that earlier filing on October 4 to include 20 counts related to the videotaped rape, including sexual assault and attempted sexual assault. Jerry T. Donohue, the attorney for the girl's mother, told CNN that the child on the videotape was younger than 3 when the abuse occurred. Henderson Police Officer Mike Dye said he pulled over Stiles' car Monday night because it did not have a license plate and became suspicious when the driver gave him an expired California driver's license with a photo that did not look like him. Dye said he and another officer, Mike Gower, questioned Stiles until he admitted his identity. ""He finally told us, 'Hey, I'm Chester Stiles. I'm the guy you're looking for,'"" Dye said. ""At that time, he said, 'I'm sick of running.'"" Dye said Stiles was calm and cooperative. Stiles, a resident of Pahrump, Nevada, was turned over to Las Vegas Metropolitan Police and booked into the jail in Clark County, where he had been sought in connection with the videotape, which shows a girl being sexually assaulted. The girl, who is now 7, was found last month after a nationwide search. The tape was given to authorities by Darren Tuck, who told police he had found it in the desert five months before handing it over. Because of the delay, during which Tuck allegedly showed the tape to others, he faces charges of exhibiting pornography and possession of child pornography. He turned himself in to authorities in Nye County, Nevada, earlier this month. Professionals have evaluated the girl in the videotape since she was found, and she appears to be ""healthy and fine and happy,"" her mother's attorney said this month. The mother had not known her daughter had ever been victimized and was apparently oblivious to efforts to find her until late last month, Donohue said. ""A family friend called her and said, 'My God, you need to turn on the TV. I believe that is your daughter,' "" Donohue said. Donohue said the mother recognized Stiles, a former animal trainer. The alleged abuse most likely occurred while the mother -- a single woman working six days a week -- was at work, Donohue said. Another former girlfriend of Stiles', Tina Allen, said this month she thinks she is the reason Stiles came in contact with the girl and is ""mortified"" by the allegations against him. ""He said he'd been in the Navy and, you know, I was looking for a strong guy to represent to my sons what I thought they needed to be,"" Allen said. Allen said she took Stiles to a crowded apartment where her son and daughter lived. Also living in the apartment were a family friend and her daughter, the alleged assault victim. Todd Allen, Tina Allen's son, said he recognized his old apartment from scenes in the video.  E-mail to a friend . CNN's Ed Payne contributed to this report.","NEW: Suspect's ex-girlfriend: ""I've had my share of nightmares""
Chester Arthur Stiles to make his initial court appearance Friday .
Stiles, 37, arrested following a routine traffic stop .
Suspect said ""I'm Chester Stiles. ... I'm sick of running,"" according to officer ."
"JACKSONVILLE, Florida (CNN) -- Eduardo Gonzalez, a petty officer second class with the U.S. Navy, is about to be deployed overseas for a third time. Making his deployment even tougher is the fact his wife may not be around when he comes back. Mildred and Eduardo Gonzalez worry about what would happen to their family if she is deported. His wife faces deportation to Guatemala -- her home country that she hasn't seen since 1989. He also doesn't know what would happen to his young son, Eduardo Jr., if that happens. ""I like being in uniform and serving my country, but if she goes back I'm going to have to give it all up and just get out and take care of my son and get a job,"" he said. ""Defending the country that's trying to kick my family out is a thought that always runs through my mind."" Gonzalez, who works on helicopters that bring cargo, supplies and military personnel in and out of Iraq, testified before a House Judiciary Committee panel last month, detailing his situation and urging officials to consider some sort of policy to deal with cases like his, where military members' families could be deported while they're defending their country overseas.  Watch ""they're tearing families apart"" » . ""I want to serve my country 100 percent. But with this issue in the back of my mind, I feel I can't do that,"" he testified on September 6. The U.S. military does not have a policy to deal with such cases. Each is handled case-by-case, not by the military, but by immigration authorities. The government doesn't have numbers on how many military members are in predicaments similar  to Gonzalez's. Immigration officials also said marrying a U.S. citizen does not mean the spouse is automatically entitled to U.S. citizenship or permanent legal status. Lt. Col. Margaret Stock, a member of the U.S. Army Reserves who teaches immigration law at the U.S. Military Academy at West Point, New York, said she believes there should be an overall policy dealing with the potential deportation of family members of active duty military members. ""You got to understand. When you're in a combat zone, you need to be focusing all of your energies on fighting the enemy. You can't be worried that your loved ones back home could be shipped off to a foreign country where you're never going to see them again,"" she said. Stock also said the government is conflicted about how to treat such cases. On the one hand, the government is supposed to be providing military families with assistance, housing and other forms of benefits while their spouses are overseas. On the other hand, the same government is trying to deport the very same people. ""What's happening right now is, because of the dysfunction and complexity of our immigration laws, we've got people fighting overseas who are facing the impossible situation of having family members facing deportation back home,"" she said. In Gonzalez's case, his wife, Mildred, came to the United States with her mother in 1989 when she was 5 years old. They were granted political asylum because of their status as war refugees from Guatemala. In September 2000, Mildred's mother applied for legalization and included her daughter in that application. Her mother was granted legal status in July 2004, according to Gonzalez. However, six weeks earlier, Gonzalez and Mildred got married, canceling Mildred's ability to apply for legal status through her mother because she was no longer an unmarried daughter under the age of 21. As a result, her legal status still remains in jeopardy. A judge in June granted her a one-year extension to remain in the United States. If her legal status does not change by June 8, 2008, she will have 60 days to voluntarily leave the country or face deportation. That's just fine, according to Mark Krikorian, the executive director of the Center for Immigration Studies, which lobbies for tougher laws on illegal immigration. ""What you're talking about is amnesty for illegal immigrants who have a relative in the armed forces, and that's just outrageous,"" he said. ""What we're talking about here is letting lawbreakers get away with their actions just because they have a relative in the military. ... There's no justification for that kind of policy."" Gonzalez said that type of response is unjustified. ""I'm trying to make his country better -- my country better -- and it should be her country too."" Gonzalez himself entered the country legally, crossing the Mexican border with his family when he was about 10. He joined the Navy as a so-called ""green-card sailor"" and became a U.S. citizen in July 2005. The military does accept some immigrants who aren't U.S. citizens. ""I understand the laws have to be followed and guidelines and a system must be maintained, but on the other token, there are times when the situation is just out of their reach,"" Gonzalez said. His wife, Mildred, added, ""We didn't come here to break the law. We just want to feel safe and have a home just like everybody else."" U.S. Army Sgt. Emmanuel Woko, a member of the Army's 2nd Brigade, 1st Infantry Division who faces his third tour in Iraq, understands just how Gonzalez and his family feel. His wife and children could be sent back to Nigeria. ""My heart is bleeding on the thought that my wife could be deported back to Nigeria while I am deployed in Iraq,"" he said. ""I am extremely distressed and distracted by the thought."" That's a sentiment echoed by Gonzalez: ""We are not asking for anything. We are just asking for our families to stay with us."" E-mail to a friend . CNN's Gregg Canes contributed to this report.","Sailor's wife could be deported while he's overseas .
Sailor: ""Defending the country that's trying to kick my family out"" is tough .
U.S. military doesn't have overall policy to handle such situations .
Wife: ""We just want to feel safe and have a home just like everybody else"""
"MEXICO CITY, Mexico (CNN) -- Heavy rains and flooding have forced hundreds of thousands of people from homes in southern Mexico's state of Tabasco over the past four days, with nearly as many trapped by the rising waters, state officials said Thursday. Officials say about 300,000 people are still trapped by the worst flooding in the region for 50 years. The Grijalva River pushed over its banks through the state capital of Villahermosa on Thursday, forcing government workers to evacuate and leaving up to 80 percent of the city flooded, Gov. Andres Granier's office told CNN. About 700,000 people have seen their homes flooded, with about 300,000 of those still trapped there, Granier's office reported. One death had been blamed on the floods, which followed weeks of heavy rain in the largely swampy state. Tabasco borders Guatemala to the south and the Gulf of Mexico to the north. The Associated Press reported that thousands of people clung to rooftops, huddled inside waterlogged homes or hunkered down in shelters in an attempt to survive the worst flooding the region has seen in 50 years. Weather forecasters predicted more rain in the coming days. The flooding was not related to Tropical Storm Noel, which was pounding the Caribbean. The Grijalva River, one of two large waterways ringing Villahermosa, has risen 6.5 feet (2 meters) above its ""critical"" level and gushed into the city's center, according to AP. Authorities said some of the rivers were continuing to rise. President Felipe Calderon visited the area on Wednesday and promised the federal government's full support. Non-governmental organizations throughout the country asked people to donate non-perishable goods or cash, AP said. E-mail to a friend . Copyright 2007 CNN. All rights reserved.This material may not be published, broadcast, rewritten, or redistributed. Associated Press contributed to this report.","One dead as hundreds of thousands flee rising floodwaters .
About 80 percent of the city of Villahermosa is under water .
Tabasco and Chiapas states hardest hit .
Authorities say 700,000 affected and 300,000 still trapped by flooding ."
"UNITED NATIONS (CNN) -- The United Nations is calling on NATO to do more to stop the Afghan opium trade after a new survey showed how the drug dominates Afghanistan's economy. Afghan villagers tend to opium poppies in Taliban-controlled Helmand province in April 2007. The report from the U.N.'s Office on Drugs and Crime shows the export value of this year's poppy harvest stood at around $4 billion, a 29 per cent increase over 2006. Despite Afghan security forces' efforts to curb the trade, 660 tons of heroin and morphine were trafficked out of the country in 2007, the report said. Opium is derived from poppies, and the data on cultivation was collected by examining satellite images and by assessments on the ground. The report said opium has accounted for more than half of Afghanistan's gross domestic product in 2007. InvestorWords.com defines GDP as the total market value of all final goods and services produced within a country in a given period of time, usually a calendar year. According to the U.N. survey, about a quarter of the earnings from opium go to farmers. The rest goes to district officials who collect taxes on the crop, to drug traffickers and to the insurgents and warlords who control the trade. Antonio Maria Costa, executive director of the U.N. Office on Drugs and Crime, urged NATO to take a more active role in countering the spread of the drug trade, which has increased dramatically since the American-led invasion to remove the hard-line Islamist government of the Taliban in October 2001. ""Since drugs are funding the insurgency, NATO has a self-interest in supporting Afghan forces in destroying drug labs, markets and convoys,"" Costa said in a written statement to coincide with the release of the survey. ""Destroy the drug trade and you cut off the Taliban's main funding source."" James Appathurai, a NATO spokesman, said coalition forces were equally concerned by the rapid growth in the narcotics trade. ""We share the U.N.'s concerns,"" Appathurai told CNN. ""Drugs not only poison people, but they poison economies and governments, and it is in everyone's interest to stop this proliferation."" He said NATO forces were providing assistance to Afghan police through training and transport but he said there were no plans to deploy coalition troops to intervene directly. ""The issue of whether we can do more is certainly a live discussion for NATO, but at the moment this is a matter for the Afghan government,"" Appathurai said. Farming of opium poppies has been almost eradicated in the north and west of the country, Appathurai said. However, he said, in the lawless southern provinces and especially in the Taliban stronghold of Helmand, poppy production was going on largely unchecked. According to the report, U.N. observers have noticed a proliferation of heroin labs in neighboring countries and along trafficking routes. Costa said the labs are dependent on precursor chemicals, like acetic anhydride, that must be smuggled into the region. He called for tighter controls in chemical-producing countries and stronger intelligence-sharing between Afghanistan and its neighbors. ""Drug trafficking is a transnational threat, and therefore national initiatives have their limitations,"" the U.N. drug chief said. Appathurai said the most effective way to curb the drug trade was tackling the insurgency head-on. He also said it was important to provide alternative work for poor Afghan farmers to encourage them to give up opium production. ""You cannot have eradication in isolation. If we don't give them the support to produce alternative crops, then by wiping out their opium fields, you are only creating enemies for the future,"" he said. E-mail to a friend .","Study finds opium makes up half of Afghanistan's gross domestic product .
Agency pushes NATO forces to attack skyrocketing problem aggressively .
Drugs funds insurgency; poppy trade unchecked in Taliban strongholds .
U.N. drug chief advocates providing income alternative for poppy farmers ."
